ประเภทรถไฟ,เส้นทางต้นทาง,รหัสสถานีต้นทาง,สถานีต้นทาง,เส้นทางปลายทาง,รหัสสถานีปลายทาง,สถานีปลายทาง,ค่าโดยสารหน่วยบาท,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E2,Phloen Chit,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E3,Nana,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E4,Asok,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E5,Phrom Phong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E6,Thong Lo,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E7,Ekkamai,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E8,Phra Khanong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E9,On Nut,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E10,Bang Chak,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E11,Punnawithi,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E12,Udom Suk,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E13,Bang Na,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E14,Bearing,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E15,Samrong,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E16,Pu Chao,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E17,Chang Erawan,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E18,Royal Thai Naval Academy,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E19,Pak Nam,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E20,Srinagarindra,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E21,Phraek Sa,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E22,Sai Luat,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสุขุมวิท,E23,Kheha,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,W1,National Stadium,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S1,Ratchadamri,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S2,Sala Daeng,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S3,Chong Nonsi,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S4,Saint Louis,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S5,Surasak,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S6,Saphan Taksin,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S7,Krung Thon Buri,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S8,Wongwian Yai,47,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S9,Pho Nimit,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S10,Talat Phlu,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S11,Wutthakat,62,,
รถไฟฟ้า ,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,สายสีลม,S12,Bang Wa,62 ,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N24,Khu Khot, 0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N23,Yaek Kor Por Aor,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N22,Royal Thai Air Force Museum,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N20,Saphan Mai,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N19,Sai Yud,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N18,Phahon Yothin 59,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N17,Wat Phra Sri Mahathat,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N16,11th Infantry Regiment,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N15,Bang Bua,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N14,Royal Forest Department,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N13,Kasetsart University,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N12,Sena Nikhom,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N11,Ratchayothin,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N10,Phahon Yothin 24,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N9,Ha Yaek Lat Phrao,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N8,Mo Chit,0,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N7,Saphan Khwai,17,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N6,Sena Ruam*,25,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N5,Ari,28,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N4,Sanam Pao,32,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N3,Victory Monument,35,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N2,Phaya Thai,40,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,N1,Ratchathewi,43,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,CEN,Siam,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E1,Chit Lom,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E2,Phloen Chit,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E3,Nana,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E4,Asok,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E5,Phrom Phong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E6,Thong Lo,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E7,Ekkamai,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E8,Phra Khanong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E9,On Nut,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E10,Bang Chak,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E11,Punnawithi,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E12,Udom Suk,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E13,Bang Na,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E14,Bearing,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E15,Samrong,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E16,Pu Chao,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E17,Chang Erawan,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E18,Royal Thai Naval Academy,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E19,Pak Nam,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E20,Srinagarindra,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E21,Phraek Sa,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E22,Sai Luat,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสุขุมวิท,E23,Kheha,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,W1,National Stadium,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S1,Ratchadamri,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S2,Sala Daeng,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S3,Chong Nonsi,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S4,Saint Louis,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S5,Surasak,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S6,Saphan Taksin,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S7,Krung Thon Buri,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S8,Wongwian Yai,47,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S9,Pho Nimit,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S10,Talat Phlu,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S11,Wutthakat,62,,
รถไฟฟ้า ,สายสุขุมวิท,N20,Saphan Mai,สายสีลม,S12,Bang Wa,62 ,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N24,Khu Khot, 0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N23,Yaek Kor Por Aor,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N22,Royal Thai Air Force Museum,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N21,Bhumibol Adulyadej Hospital,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N20,Saphan Mai,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N19,Sai Yud,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N18,Phahon Yothin 59,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N17,Wat Phra Sri Mahathat,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N16,11th Infantry Regiment,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N15,Bang Bua,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N14,Royal Forest Department,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N13,Kasetsart University,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N12,Sena Nikhom,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N11,Ratchayothin,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N10,Phahon Yothin 24,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N9,Ha Yaek Lat Phrao,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N8,Mo Chit,0,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N7,Saphan Khwai,17,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N6,Sena Ruam*,25,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N5,Ari,28,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N4,Sanam Pao,32,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N3,Victory Monument,35,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N2,Phaya Thai,40,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,N1,Ratchathewi,43,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,CEN,Siam,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E1,Chit Lom,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E2,Phloen Chit,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E3,Nana,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E4,Asok,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E5,Phrom Phong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E6,Thong Lo,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E7,Ekkamai,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E8,Phra Khanong,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E9,On Nut,47,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E10,Bang Chak,62,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E11,Punnawithi,62,,
รถไฟฟ้า ,สายสุขุมวิท,N19,Sai Yud,สายสุขุมวิท,E12,Udom Suk,62,,
